Thumb1,Index1,Middle1,Ring1,Pinky1,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Thumb2,Index2,Middle2,Ring2,Pinky2,AccelX2,AccelY2,AccelZ2,GyroX2,GyroY2,GyroZ2,MagX2,MagY2,MagZ2,Letter
0.9961832061068703,0.9974619289340102,0.9954233409610984,0.99375,0.7580645161290323,-0.13,0.19,0.98,-0.49,-0.61,-0.31,5.0,-7.0,37.0,0.819047619047619,0.9952380952380953,0.9973474801061007,0.9948717948717949,0.9971264367816092,0.11,-0.13,0.99,1.04,-0.79,0.18,57.0,-35.0,101.0,4
0.9885496183206107,0.9873096446700508,0.9954233409610984,0.996875,0.7626728110599078,-0.13,0.18,0.97,-0.12,-1.28,-0.06,8.0,-5.0,34.0,0.8142857142857143,0.9976190476190476,0.9973474801061007,0.9948717948717949,0.9942528735632183,0.11,-0.12,0.99,-0.06,-0.18,0.55,55.0,-34.0,106.0,4
0.9923664122137404,0.9923857868020305,0.9931350114416476,0.990625,0.7626728110599078,-0.12,0.19,0.98,0.73,0.92,-0.79,6.0,-6.0,40.0,0.819047619047619,0.9952380952380953,0.9973474801061007,1.0025641025641026,0.9942528735632183,0.12,-0.12,1.0,0.37,1.53,-0.18,54.0,-36.0,105.0,4
0.9961832061068703,0.9923857868020305,0.9977116704805492,0.996875,0.7603686635944701,-0.12,0.19,0.97,1.34,1.83,-0.98,7.0,-6.0,36.0,0.819047619047619,0.9952380952380953,0.9973474801061007,0.9974358974358974,0.9942528735632183,0.11,-0.12,0.99,-0.31,0.06,0.55,58.0,-35.0,103.0,4
0.9923664122137404,0.9949238578680203,0.9931350114416476,0.99375,0.7649769585253456,-0.12,0.19,0.98,-0.49,-0.18,-0.06,4.0,-5.0,37.0,0.8285714285714286,0.9952380952380953,0.9946949602122016,0.9974358974358974,0.9971264367816092,0.12,-0.12,0.99,0.24,-0.37,1.1,57.0,-36.0,103.0,4
1.0,0.9949238578680203,0.9977116704805492,0.990625,0.7626728110599078,-0.13,0.19,0.97,-0.67,0.92,-0.73,5.0,-6.0,39.0,0.8285714285714286,0.9976190476190476,0.9973474801061007,0.9974358974358974,0.9885057471264368,0.12,-0.12,0.99,0.18,-0.24,0.49,57.0,-33.0,102.0,4
0.9961832061068703,0.9898477157360406,0.9908466819221968,0.990625,0.7649769585253456,-0.12,0.18,0.97,1.71,-0.49,-0.43,8.0,-5.0,36.0,0.819047619047619,0.9976190476190476,0.9973474801061007,0.9948717948717949,0.9942528735632183,0.12,-0.11,0.99,0.43,0.24,-0.43,56.0,-35.0,105.0,4
0.9961832061068703,0.9949238578680203,0.9954233409610984,0.99375,0.7626728110599078,-0.13,0.18,0.97,0.0,-0.55,-0.49,8.0,-8.0,38.0,0.8238095238095238,0.9952380952380953,0.9973474801061007,0.9974358974358974,0.9971264367816092,0.12,-0.12,0.99,1.34,-0.18,-0.55,54.0,-31.0,100.0,4
0.9961832061068703,0.9949238578680203,0.9954233409610984,0.990625,0.7672811059907834,-0.12,0.18,0.98,0.06,0.06,-0.31,8.0,-8.0,37.0,0.819047619047619,0.9952380952380953,0.9973474801061007,0.9897435897435898,0.9942528735632183,0.12,-0.11,0.99,1.46,-0.31,-0.85,55.0,-36.0,100.0,4
0.9923664122137404,0.9923857868020305,0.9954233409610984,1.0,0.7672811059907834,-0.13,0.18,0.98,-1.34,-0.43,0.37,2.0,-7.0,40.0,0.8238095238095238,0.9976190476190476,0.9946949602122016,0.9948717948717949,0.9942528735632183,0.11,-0.12,0.99,1.89,-0.55,-0.31,57.0,-34.0,104.0,4
0.9961832061068703,0.9949238578680203,0.9954233409610984,0.99375,0.7695852534562212,-0.13,0.19,0.97,-0.43,0.24,0.0,9.0,-6.0,44.0,0.8285714285714286,0.9952380952380953,0.9973474801061007,1.0,0.9913793103448276,0.12,-0.12,0.99,1.34,-0.37,-0.85,59.0,-35.0,107.0,4
0.9885496183206107,0.9923857868020305,0.9977116704805492,1.0,0.7695852534562212,-0.13,0.19,0.97,-0.43,-0.06,-0.37,9.0,-4.0,38.0,0.8238095238095238,0.9952380952380953,0.9920424403183024,0.9974358974358974,0.9971264367816092,0.11,-0.12,0.99,0.31,0.06,0.31,56.0,-36.0,107.0,4
0.9961832061068703,0.9949238578680203,0.9977116704805492,0.99375,0.7672811059907834,-0.13,0.18,0.98,-0.73,0.06,0.12,5.0,-8.0,40.0,0.8238095238095238,0.9952380952380953,0.9920424403183024,0.9974358974358974,0.9942528735632183,0.12,-0.12,0.99,0.24,-0.24,0.49,56.0,-33.0,102.0,4
0.9923664122137404,0.9923857868020305,0.9931350114416476,0.996875,0.771889400921659,-0.13,0.18,0.98,-0.24,-1.46,0.24,5.0,-7.0,38.0,0.8238095238095238,0.9952380952380953,0.9946949602122016,1.0025641025641026,0.9885057471264368,0.11,-0.12,0.99,0.55,0.0,-0.06,57.0,-34.0,102.0,4
0.9923664122137404,0.9923857868020305,1.0,0.996875,0.7649769585253456,-0.13,0.19,0.97,-0.37,-0.55,-0.06,6.0,-5.0,38.0,0.8238095238095238,0.9952380952380953,0.9946949602122016,1.0,0.9913793103448276,0.12,-0.12,0.99,1.22,0.0,-0.31,56.0,-34.0,107.0,4
0.9885496183206107,0.9923857868020305,0.9977116704805492,0.99375,0.7672811059907834,-0.13,0.19,0.97,-0.24,-0.24,-0.55,4.0,-5.0,39.0,0.819047619047619,0.9952380952380953,0.9946949602122016,0.9974358974358974,0.9942528735632183,0.11,-0.12,0.99,1.04,-0.06,0.12,57.0,-34.0,105.0,4
0.9923664122137404,0.9923857868020305,1.0,0.996875,0.7672811059907834,-0.13,0.18,0.98,0.06,0.0,-0.43,7.0,-6.0,36.0,0.8238095238095238,0.9976190476190476,0.9973474801061007,0.9974358974358974,0.9942528735632183,0.12,-0.12,0.99,0.79,-0.43,-0.06,57.0,-33.0,101.0,4
