Thumb1,Index1,Middle1,Ring1,Pinky1,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Thumb2,Index2,Middle2,Ring2,Pinky2,AccelX2,AccelY2,AccelZ2,GyroX2,GyroY2,GyroZ2,MagX2,MagY2,MagZ2,Letter
0.9964028776978417,0.9928571428571429,1.0,0.9943661971830986,0.9977064220183486,0.26,0.91,0.31,14.1,30.64,-2.81,30.0,9.0,32.0,0.7882736156351792,0.9926289926289926,0.993993993993994,0.9971590909090909,1.0,-0.34,-0.9,0.29,-19.04,17.88,-1.77,-7.0,-41.0,48.0,19
0.9892086330935251,0.8595238095238096,0.997624703087886,0.9943661971830986,0.9954128440366973,0.2,0.91,0.22,-12.63,-2.93,20.75,34.0,7.0,25.0,0.5342019543973942,0.9926289926289926,0.996996996996997,0.9914772727272727,0.9923371647509579,-0.46,-0.91,0.25,-3.42,12.08,-3.6,-6.0,-42.0,53.0,19
0.9892086330935251,0.5095238095238095,0.9809976247030879,0.9971830985915493,0.981651376146789,0.43,0.8,0.21,-2.44,41.93,17.4,30.0,8.0,31.0,0.6742671009771987,0.995085995085995,0.996996996996997,0.9886363636363636,0.9961685823754789,-0.18,-0.83,0.38,-43.09,139.89,-14.16,-5.0,-40.0,59.0,19
0.9964028776978417,0.36428571428571427,0.8693586698337292,0.9943661971830986,0.9541284403669725,0.24,0.9,0.26,2.08,-22.16,2.01,34.0,11.0,29.0,0.6091205211726385,0.995085995085995,0.987987987987988,0.9914772727272727,0.9961685823754789,-0.32,-0.88,0.39,1.04,-7.75,-6.16,-5.0,-41.0,65.0,19
0.9676258992805755,0.3333333333333333,0.828978622327791,0.9971830985915493,0.9495412844036697,0.24,0.93,0.25,-4.88,13.43,-6.29,33.0,10.0,26.0,0.8110749185667753,0.995085995085995,0.993993993993994,0.9943181818181818,0.9923371647509579,-0.26,-0.87,0.43,-4.76,14.77,-2.14,-2.0,-41.0,62.0,19
0.9064748201438849,0.36904761904761907,0.8551068883610451,0.9971830985915493,0.9472477064220184,0.22,0.9,0.22,-18.31,12.63,14.71,31.0,9.0,27.0,0.8013029315960912,0.995085995085995,0.996996996996997,0.9914772727272727,0.9923371647509579,-0.21,-0.89,0.41,4.76,30.52,2.08,-4.0,-41.0,66.0,19
0.9964028776978417,0.48333333333333334,0.8574821852731591,0.9971830985915493,0.9518348623853211,0.21,0.92,0.22,-39.67,5.68,4.82,34.0,9.0,21.0,0.7980456026058632,0.9926289926289926,0.993993993993994,0.9943181818181818,0.9961685823754789,-0.24,-0.88,0.38,-3.48,14.53,-1.83,-4.0,-42.0,63.0,19
1.0,0.5880952380952381,0.6484560570071259,0.7690140845070422,0.8509174311926605,0.34,0.9,0.19,21.97,79.35,-24.96,32.0,8.0,25.0,0.7980456026058632,0.9926289926289926,0.993993993993994,0.9943181818181818,0.9923371647509579,-0.32,-0.89,0.4,3.42,-2.01,8.54,-3.0,-41.0,61.0,19
0.9928057553956835,0.6357142857142857,0.5938242280285035,0.7408450704225352,0.8119266055045872,0.25,0.96,0.1,-10.56,9.77,-6.16,31.0,8.0,26.0,0.7654723127035831,0.9975429975429976,1.0,0.9943181818181818,0.8505747126436781,-0.27,-0.9,0.4,5.37,12.02,17.7,-5.0,-43.0,62.0,19
0.9892086330935251,0.5357142857142857,0.517814726840855,0.7887323943661971,0.8302752293577982,0.31,0.87,0.08,18.98,13.06,-20.81,34.0,6.0,21.0,0.7980456026058632,0.995085995085995,1.0,0.9943181818181818,0.8237547892720306,-0.05,-0.86,0.47,-22.34,56.64,-1.95,-4.0,-44.0,64.0,19
0.9892086330935251,0.5642857142857143,0.5225653206650831,0.7943661971830986,0.8371559633027523,0.46,0.93,0.22,-4.39,-21.73,-1.46,36.0,5.0,27.0,0.7882736156351792,0.9926289926289926,0.996996996996997,0.9943181818181818,1.003831417624521,-0.27,-0.9,0.46,11.72,-48.95,18.37,-7.0,-43.0,62.0,19
0.9856115107913669,0.7357142857142858,0.6342042755344418,0.9126760563380282,0.8876146788990825,0.29,0.97,0.27,6.84,-59.2,6.53,36.0,8.0,21.0,0.7785016286644951,0.9975429975429976,0.993993993993994,0.9943181818181818,0.9961685823754789,-0.16,-0.89,0.36,-11.78,43.58,-0.55,-3.0,-44.0,66.0,19
0.9964028776978417,0.8238095238095238,0.7363420427553444,0.9971830985915493,0.9380733944954128,0.16,0.98,0.14,15.5,9.4,-7.32,35.0,8.0,25.0,0.7882736156351792,0.995085995085995,1.0,0.9943181818181818,0.9961685823754789,-0.18,-0.9,0.4,-2.44,0.55,4.39,-3.0,-44.0,71.0,19
0.9892086330935251,0.7833333333333333,0.7434679334916865,0.9971830985915493,0.944954128440367,0.24,0.97,0.11,2.14,-1.95,-7.81,34.0,6.0,25.0,0.7100977198697068,0.995085995085995,0.993993993993994,0.9943181818181818,0.9961685823754789,-0.17,-0.87,0.45,-5.8,-7.87,-2.99,-4.0,-44.0,67.0,19
0.9964028776978417,0.7166666666666667,0.7410926365795725,0.9943661971830986,0.9472477064220184,0.44,0.9,0.22,-0.31,-10.93,-16.91,34.0,6.0,29.0,0.7166123778501629,0.995085995085995,0.993993993993994,0.9914772727272727,0.9923371647509579,-0.21,-0.87,0.48,1.04,-6.1,3.66,-4.0,-47.0,68.0,19
0.9928057553956835,0.7380952380952381,0.7410926365795725,0.971830985915493,0.9311926605504587,0.32,0.88,0.23,10.25,-44.43,-14.59,29.0,5.0,28.0,0.8110749185667753,0.9975429975429976,0.993993993993994,0.9943181818181818,0.9923371647509579,-0.15,-0.89,0.45,-0.12,10.31,1.46,-6.0,-44.0,68.0,19
0.9964028776978417,0.6261904761904762,0.665083135391924,0.9098591549295775,0.8486238532110092,0.34,0.88,0.22,-1.28,27.22,1.53,33.0,2.0,29.0,0.8045602605863192,0.9852579852579852,0.993993993993994,0.9943181818181818,0.9961685823754789,-0.19,-0.88,0.44,-1.83,-5.13,5.8,-1.0,-48.0,68.0,19
0.9964028776978417,0.6071428571428571,0.6413301662707839,0.856338028169014,0.713302752293578,0.34,0.93,0.2,-15.32,16.48,9.58,31.0,4.0,25.0,0.8078175895765473,0.9975429975429976,0.996996996996997,0.9914772727272727,1.0,-0.16,-0.87,0.46,2.01,-11.6,9.95,-5.0,-43.0,68.0,19
0.9928057553956835,0.6214285714285714,0.6270783847980997,0.847887323943662,0.5940366972477065,0.4,0.91,0.19,-4.76,35.34,0.06,35.0,3.0,23.0,0.7947882736156352,0.995085995085995,1.0,0.9971590909090909,0.9885057471264368,-0.13,-0.89,0.45,2.75,9.28,-4.21,-3.0,-46.0,70.0,19
0.9928057553956835,0.7690476190476191,0.7268408551068883,0.9014084507042254,0.5802752293577982,0.38,0.88,0.22,-6.04,-14.65,-2.75,38.0,2.0,23.0,0.7817589576547231,0.9926289926289926,0.996996996996997,0.9886363636363636,0.9961685823754789,-0.16,-0.88,0.44,-3.91,17.58,-1.04,-5.0,-45.0,70.0,19
0.9856115107913669,0.930952380952381,0.8099762470308789,0.9943661971830986,0.6697247706422018,0.43,0.9,0.19,-3.05,-0.43,-0.31,37.0,5.0,23.0,0.6905537459283387,0.9901719901719902,0.993993993993994,0.9943181818181818,0.9961685823754789,-0.14,-0.89,0.47,-2.5,2.01,2.93,-5.0,-46.0,68.0,19
0.9928057553956835,0.7071428571428572,0.7577197149643705,0.9943661971830986,0.6399082568807339,0.4,0.91,0.16,2.69,7.87,-3.66,35.0,2.0,25.0,0.742671009771987,0.9975429975429976,0.996996996996997,0.9914772727272727,0.9923371647509579,-0.14,-0.87,0.48,-0.55,-2.93,-0.85,-4.0,-47.0,66.0,19
0.9928057553956835,0.6285714285714286,0.6579572446555819,0.8845070422535212,0.5848623853211009,0.38,0.88,0.14,18.43,-6.41,-13.73,34.0,0.0,24.0,0.8078175895765473,0.995085995085995,0.996996996996997,0.9943181818181818,0.9961685823754789,-0.14,-0.87,0.47,7.45,-4.76,2.75,-5.0,-48.0,73.0,19
0.9928057553956835,0.6238095238095238,0.6152019002375297,0.971830985915493,0.6307339449541285,0.43,0.92,0.22,-1.4,-40.47,15.2,36.0,2.0,24.0,0.4560260586319218,0.9975429975429976,0.993993993993994,0.9943181818181818,0.9961685823754789,-0.14,-0.89,0.44,1.22,3.97,4.7,-4.0,-46.0,66.0,19
0.9964028776978417,0.669047619047619,0.6484560570071259,1.0,0.5481651376146789,0.33,0.9,0.22,-3.3,-49.56,4.15,30.0,3.0,27.0,0.8078175895765473,0.9926289926289926,0.996996996996997,0.9943181818181818,1.0,-0.13,-0.88,0.43,1.53,-12.57,4.88,-5.0,-46.0,66.0,19
0.9892086330935251,0.6619047619047619,0.6555819477434679,0.9971830985915493,0.5275229357798165,0.34,0.88,0.24,-4.58,1.4,12.63,35.0,5.0,24.0,0.739413680781759,0.995085995085995,0.990990990990991,0.9971590909090909,1.0,-0.16,-0.87,0.45,0.31,1.34,0.85,-8.0,-47.0,67.0,19
0.9892086330935251,0.7142857142857143,0.6247030878859857,0.9971830985915493,0.45871559633027525,0.38,0.93,0.26,10.44,-6.96,-0.55,32.0,1.0,27.0,0.8045602605863192,0.9926289926289926,1.0,0.9914772727272727,0.9961685823754789,-0.13,-0.9,0.43,3.11,12.94,-0.55,-5.0,-48.0,67.0,19
0.9892086330935251,0.7380952380952381,0.5914489311163895,0.9971830985915493,0.4724770642201835,0.31,0.87,0.25,14.95,-12.88,-3.48,35.0,1.0,25.0,0.7882736156351792,0.9975429975429976,0.993993993993994,0.9943181818181818,0.9923371647509579,-0.12,-0.9,0.45,-0.73,9.46,0.67,-5.0,-48.0,69.0,19
0.9964028776978417,0.7476190476190476,0.6413301662707839,0.9971830985915493,0.48394495412844035,0.37,0.87,0.3,12.76,8.48,-4.82,34.0,3.0,29.0,0.8013029315960912,0.9926289926289926,0.990990990990991,0.9943181818181818,0.9961685823754789,-0.1,-0.89,0.45,-3.3,4.82,0.67,-5.0,-46.0,68.0,19
0.9892086330935251,0.8357142857142857,0.7125890736342043,0.9971830985915493,0.463302752293578,0.37,0.86,0.3,-8.79,-5.68,2.38,32.0,3.0,26.0,0.7947882736156352,0.9877149877149877,0.996996996996997,0.9914772727272727,0.9923371647509579,-0.11,-0.9,0.45,0.37,-1.71,1.1,-6.0,-47.0,69.0,19
0.9928057553956835,0.8428571428571429,0.7268408551068883,0.9915492957746479,0.44495412844036697,0.36,0.87,0.3,-9.22,1.46,5.49,33.0,2.0,29.0,0.8045602605863192,0.995085995085995,1.0,0.9914772727272727,0.9846743295019157,-0.09,-0.88,0.46,-1.89,4.33,-1.4,-5.0,-47.0,69.0,19
